,Quarter,Region,State,Purpose,Trips
6133,01/01/2011,Central Queensland,Queensland,Business,59.6197797
6134,01/04/2011,Central Queensland,Queensland,Business,71.9670477
6135,01/07/2011,Central Queensland,Queensland,Business,84.7193014
6136,01/10/2011,Central Queensland,Queensland,Business,58.4674449
6137,01/01/2012,Central Queensland,Queensland,Business,55.2162192
6138,01/04/2012,Central Queensland,Queensland,Business,102.0845185
6139,01/07/2012,Central Queensland,Queensland,Business,90.7255978
6140,01/10/2012,Central Queensland,Queensland,Business,73.350235
6141,01/01/2013,Central Queensland,Queensland,Business,88.0437236
6142,01/04/2013,Central Queensland,Queensland,Business,66.1622764
6143,01/07/2013,Central Queensland,Queensland,Business,71.691532
6144,01/10/2013,Central Queensland,Queensland,Business,95.1678618
6145,01/01/2014,Central Queensland,Queensland,Business,127.211425
6146,01/04/2014,Central Queensland,Queensland,Business,120.1842795
6147,01/07/2014,Central Queensland,Queensland,Business,110.1246426
6148,01/10/2014,Central Queensland,Queensland,Business,122.2987966
6149,01/01/2015,Central Queensland,Queensland,Business,111.3360078
6150,01/04/2015,Central Queensland,Queensland,Business,161.1200512
6151,01/07/2015,Central Queensland,Queensland,Business,157.0471452
6152,01/10/2015,Central Queensland,Queensland,Business,169.4983652
6153,01/01/2016,Central Queensland,Queensland,Business,85.8060939
6154,01/04/2016,Central Queensland,Queensland,Business,133.2257677
6155,01/07/2016,Central Queensland,Queensland,Business,143.3651474
6156,01/10/2016,Central Queensland,Queensland,Business,79.4699806
6157,01/01/1998,Central Queensland,Queensland,Holiday,78.3670423
6158,01/04/1998,Central Queensland,Queensland,Holiday,91.8863145
6159,01/07/1998,Central Queensland,Queensland,Holiday,149.6139741
6160,01/10/1998,Central Queensland,Queensland,Holiday,93.3072976
6161,01/01/1999,Central Queensland,Queensland,Holiday,87.9859631
6162,01/04/1999,Central Queensland,Queensland,Holiday,127.138441
6163,01/07/1999,Central Queensland,Queensland,Holiday,122.8735426
6164,01/10/1999,Central Queensland,Queensland,Holiday,102.6193921
6165,01/01/2000,Central Queensland,Queensland,Holiday,114.0094253
6166,01/04/2000,Central Queensland,Queensland,Holiday,128.9474516
6167,01/07/2000,Central Queensland,Queensland,Holiday,114.8291985
6168,01/10/2000,Central Queensland,Queensland,Holiday,87.027571
6169,01/01/2001,Central Queensland,Queensland,Holiday,79.7473293
6170,01/04/2001,Central Queensland,Queensland,Holiday,157.7562751
6171,01/07/2001,Central Queensland,Queensland,Holiday,180.7408447
6172,01/10/2001,Central Queensland,Queensland,Holiday,108.4793705
6173,01/01/2002,Central Queensland,Queensland,Holiday,77.7654027
6174,01/04/2002,Central Queensland,Queensland,Holiday,85.8872729
6175,01/07/2002,Central Queensland,Queensland,Holiday,214.3482493
6176,01/10/2002,Central Queensland,Queensland,Holiday,114.011806
6177,01/01/2003,Central Queensland,Queensland,Holiday,71.4070785
6178,01/04/2003,Central Queensland,Queensland,Holiday,127.5388946
6179,01/07/2003,Central Queensland,Queensland,Holiday,140.7783618
6180,01/10/2003,Central Queensland,Queensland,Holiday,101.3157534
6181,01/01/2004,Central Queensland,Queensland,Holiday,74.3775158
6182,01/04/2004,Central Queensland,Queensland,Holiday,42.1594921
6183,01/07/2004,Central Queensland,Queensland,Holiday,103.786317
6184,01/10/2004,Central Queensland,Queensland,Holiday,119.4828064
6185,01/01/2005,Central Queensland,Queensland,Holiday,112.3870096
6186,01/04/2005,Central Queensland,Queensland,Holiday,97.3902461
6187,01/07/2005,Central Queensland,Queensland,Holiday,117.3235777
6188,01/10/2005,Central Queensland,Queensland,Holiday,77.2775726
6189,01/01/2006,Central Queensland,Queensland,Holiday,70.314328
6190,01/04/2006,Central Queensland,Queensland,Holiday,149.719685
6191,01/07/2006,Central Queensland,Queensland,Holiday,99.042535
6192,01/10/2006,Central Queensland,Queensland,Holiday,127.486051
6193,01/01/2007,Central Queensland,Queensland,Holiday,78.4431153
6194,01/04/2007,Central Queensland,Queensland,Holiday,116.3592954
6195,01/07/2007,Central Queensland,Queensland,Holiday,184.9592879
6196,01/10/2007,Central Queensland,Queensland,Holiday,100.0286252
6197,01/01/2008,Central Queensland,Queensland,Holiday,75.5893262
6198,01/04/2008,Central Queensland,Queensland,Holiday,89.1523538
6199,01/07/2008,Central Queensland,Queensland,Holiday,116.774067
6200,01/10/2008,Central Queensland,Queensland,Holiday,83.3378792
6201,01/01/2009,Central Queensland,Queensland,Holiday,95.6845933
6202,01/04/2009,Central Queensland,Queensland,Holiday,121.227919
6203,01/07/2009,Central Queensland,Queensland,Holiday,164.9661908
6204,01/10/2009,Central Queensland,Queensland,Holiday,87.3673897
6205,01/01/2010,Central Queensland,Queensland,Holiday,61.1800289
6206,01/04/2010,Central Queensland,Queensland,Holiday,132.6311531
6207,01/07/2010,Central Queensland,Queensland,Holiday,115.0950469
6208,01/10/2010,Central Queensland,Queensland,Holiday,109.8927478
6209,01/01/2011,Central Queensland,Queensland,Holiday,20.2431132
6210,01/04/2011,Central Queensland,Queensland,Holiday,181.9481718
6211,01/07/2011,Central Queensland,Queensland,Holiday,150.8960898
6212,01/10/2011,Central Queensland,Queensland,Holiday,103.5147199
6213,01/01/2012,Central Queensland,Queensland,Holiday,82.3877456
6214,01/04/2012,Central Queensland,Queensland,Holiday,105.8160763
6215,01/07/2012,Central Queensland,Queensland,Holiday,153.9950743
6216,01/10/2012,Central Queensland,Queensland,Holiday,59.4263592
6217,01/01/2013,Central Queensland,Queensland,Holiday,100.0326606
6218,01/04/2013,Central Queensland,Queensland,Holiday,103.8871949
6219,01/07/2013,Central Queensland,Queensland,Holiday,83.222271
6220,01/10/2013,Central Queensland,Queensland,Holiday,65.6735886
6221,01/01/2014,Central Queensland,Queensland,Holiday,94.5926657
6222,01/04/2014,Central Queensland,Queensland,Holiday,127.7174021
6223,01/07/2014,Central Queensland,Queensland,Holiday,124.7454883
6224,01/10/2014,Central Queensland,Queensland,Holiday,78.2875246
6225,01/01/2015,Central Queensland,Queensland,Holiday,62.3622016
6226,01/04/2015,Central Queensland,Queensland,Holiday,120.7036557
6227,01/07/2015,Central Queensland,Queensland,Holiday,130.6220453
6228,01/10/2015,Central Queensland,Queensland,Holiday,104.7081331
6229,01/01/2016,Central Queensland,Queensland,Holiday,70.2015081
6230,01/04/2016,Central Queensland,Queensland,Holiday,90.5552968
6231,01/07/2016,Central Queensland,Queensland,Holiday,169.2843415
6232,01/10/2016,Central Queensland,Queensland,Holiday,130.191472
6233,01/01/1998,Central Queensland,Queensland,Other,2.0014202
6234,01/04/1998,Central Queensland,Queensland,Other,8.3069509
6235,01/07/1998,Central Queensland,Queensland,Other,12.2658509
6236,01/10/1998,Central Queensland,Queensland,Other,14.9527435
6237,01/01/1999,Central Queensland,Queensland,Other,13.0001504
6238,01/04/1999,Central Queensland,Queensland,Other,7.6974497
6239,01/07/1999,Central Queensland,Queensland,Other,11.1133443
6240,01/10/1999,Central Queensland,Queensland,Other,11.896935
6241,01/01/2000,Central Queensland,Queensland,Other,8.671362
6242,01/04/2000,Central Queensland,Queensland,Other,14.5469879
6243,01/07/2000,Central Queensland,Queensland,Other,11.967961
6244,01/10/2000,Central Queensland,Queensland,Other,25.4130923
6245,01/01/2001,Central Queensland,Queensland,Other,23.8364974
6246,01/04/2001,Central Queensland,Queensland,Other,23.8683055
6247,01/07/2001,Central Queensland,Queensland,Other,35.7047826
6248,01/10/2001,Central Queensland,Queensland,Other,18.45135
6249,01/01/2002,Central Queensland,Queensland,Other,31.4829209
6250,01/04/2002,Central Queensland,Queensland,Other,8.081547
6251,01/07/2002,Central Queensland,Queensland,Other,16.4881466
6252,01/10/2002,Central Queensland,Queensland,Other,19.4046981
6253,01/01/2003,Central Queensland,Queensland,Other,6.0567666
6254,01/04/2003,Central Queensland,Queensland,Other,29.0278498
6255,01/07/2003,Central Queensland,Queensland,Other,9.8191455
6256,01/10/2003,Central Queensland,Queensland,Other,19.3981286
6257,01/01/2004,Central Queensland,Queensland,Other,17.4859337
6258,01/04/2004,Central Queensland,Queensland,Other,8.6052625
6259,01/07/2004,Central Queensland,Queensland,Other,10.2554021
6260,01/10/2004,Central Queensland,Queensland,Other,1.5456781
6261,01/01/2005,Central Queensland,Queensland,Other,0
6262,01/04/2005,Central Queensland,Queensland,Other,10.4148619
6263,01/07/2005,Central Queensland,Queensland,Other,3.9929053
6264,01/10/2005,Central Queensland,Queensland,Other,27.0964562
6265,01/01/2006,Central Queensland,Queensland,Other,3.749711
6266,01/04/2006,Central Queensland,Queensland,Other,2.57458
6267,01/07/2006,Central Queensland,Queensland,Other,18.214092
6268,01/10/2006,Central Queensland,Queensland,Other,1.18296
6269,01/01/2007,Central Queensland,Queensland,Other,4.752401
6270,01/04/2007,Central Queensland,Queensland,Other,23.3599292
6271,01/07/2007,Central Queensland,Queensland,Other,20.628023
6272,01/10/2007,Central Queensland,Queensland,Other,33.6789113
6273,01/01/2008,Central Queensland,Queensland,Other,5.9750319
6274,01/04/2008,Central Queensland,Queensland,Other,28.1326428
6275,01/07/2008,Central Queensland,Queensland,Other,10.1014183
6276,01/10/2008,Central Queensland,Queensland,Other,2.3821466
6277,01/01/2009,Central Queensland,Queensland,Other,5.7365991
6278,01/04/2009,Central Queensland,Queensland,Other,19.5291095
6279,01/07/2009,Central Queensland,Queensland,Other,28.7560873
6280,01/10/2009,Central Queensland,Queensland,Other,16.2736836
6281,01/01/2010,Central Queensland,Queensland,Other,9.107344
6282,01/04/2010,Central Queensland,Queensland,Other,5.5179626
6283,01/07/2010,Central Queensland,Queensland,Other,14.6033343
6284,01/10/2010,Central Queensland,Queensland,Other,21.5912978
6285,01/01/2011,Central Queensland,Queensland,Other,6.1777775
6286,01/04/2011,Central Queensland,Queensland,Other,30.6060534
6287,01/07/2011,Central Queensland,Queensland,Other,3.6196473
6288,01/10/2011,Central Queensland,Queensland,Other,19.1252633
6289,01/01/2012,Central Queensland,Queensland,Other,32.044926
6290,01/04/2012,Central Queensland,Queensland,Other,23.2017764
6291,01/07/2012,Central Queensland,Queensland,Other,36.2971556
6292,01/10/2012,Central Queensland,Queensland,Other,23.7599615
6293,01/01/2013,Central Queensland,Queensland,Other,13.0430104
6294,01/04/2013,Central Queensland,Queensland,Other,9.4178455
6295,01/07/2013,Central Queensland,Queensland,Other,24.6319702
6296,01/10/2013,Central Queensland,Queensland,Other,31.6212507
6297,01/01/2014,Central Queensland,Queensland,Other,6.9528077
6298,01/04/2014,Central Queensland,Queensland,Other,33.0809244
6299,01/07/2014,Central Queensland,Queensland,Other,23.9257211
6300,01/10/2014,Central Queensland,Queensland,Other,15.8480482
6301,01/01/2015,Central Queensland,Queensland,Other,3.2969339
6302,01/04/2015,Central Queensland,Queensland,Other,17.2398201
6303,01/07/2015,Central Queensland,Queensland,Other,18.6823139
6304,01/10/2015,Central Queensland,Queensland,Other,18.886042
6305,01/01/2016,Central Queensland,Queensland,Other,26.8969835
6306,01/04/2016,Central Queensland,Queensland,Other,16.7491555
6307,01/07/2016,Central Queensland,Queensland,Other,11.8205249
6308,01/10/2016,Central Queensland,Queensland,Other,20.562709
6309,01/01/1998,Central Queensland,Queensland,Visiting,56.1745249
6310,01/04/1998,Central Queensland,Queensland,Visiting,113.5949014
6311,01/07/1998,Central Queensland,Queensland,Visiting,89.1565329
6312,01/10/1998,Central Queensland,Queensland,Visiting,81.4579133
6313,01/01/1999,Central Queensland,Queensland,Visiting,68.0081796
6314,01/04/1999,Central Queensland,Queensland,Visiting,105.4856029
6315,01/07/1999,Central Queensland,Queensland,Visiting,60.1398128
6316,01/10/1999,Central Queensland,Queensland,Visiting,55.0328757
6317,01/01/2000,Central Queensland,Queensland,Visiting,76.1605019
6318,01/04/2000,Central Queensland,Queensland,Visiting,101.7122484
6319,01/07/2000,Central Queensland,Queensland,Visiting,81.272935
6320,01/10/2000,Central Queensland,Queensland,Visiting,72.0110386
6321,01/01/2001,Central Queensland,Queensland,Visiting,93.8021017
6322,01/04/2001,Central Queensland,Queensland,Visiting,75.5813694
6323,01/07/2001,Central Queensland,Queensland,Visiting,75.6300888
6324,01/10/2001,Central Queensland,Queensland,Visiting,95.5925207
6325,01/01/2002,Central Queensland,Queensland,Visiting,48.4608908
6326,01/04/2002,Central Queensland,Queensland,Visiting,43.2779132
6327,01/07/2002,Central Queensland,Queensland,Visiting,94.4024051
6328,01/10/2002,Central Queensland,Queensland,Visiting,93.1816501
6329,01/01/2003,Central Queensland,Queensland,Visiting,90.9720524
6330,01/04/2003,Central Queensland,Queensland,Visiting,91.6446334
6331,01/07/2003,Central Queensland,Queensland,Visiting,62.4356518
6332,01/10/2003,Central Queensland,Queensland,Visiting,62.6241883
6333,01/01/2004,Central Queensland,Queensland,Visiting,79.3441375
6334,01/04/2004,Central Queensland,Queensland,Visiting,64.2832737
6335,01/07/2004,Central Queensland,Queensland,Visiting,158.680548
6336,01/10/2004,Central Queensland,Queensland,Visiting,93.4078169
6337,01/01/2005,Central Queensland,Queensland,Visiting,116.116305
6338,01/04/2005,Central Queensland,Queensland,Visiting,78.9173363
6339,01/07/2005,Central Queensland,Queensland,Visiting,78.8499364
6340,01/10/2005,Central Queensland,Queensland,Visiting,61.3517433
6341,01/01/2006,Central Queensland,Queensland,Visiting,103.638563
6342,01/04/2006,Central Queensland,Queensland,Visiting,66.955987
6343,01/07/2006,Central Queensland,Queensland,Visiting,83.594674
6344,01/10/2006,Central Queensland,Queensland,Visiting,99.584885
6345,01/01/2007,Central Queensland,Queensland,Visiting,67.9904589
6346,01/04/2007,Central Queensland,Queensland,Visiting,137.4945986
6347,01/07/2007,Central Queensland,Queensland,Visiting,91.7116935
6348,01/10/2007,Central Queensland,Queensland,Visiting,92.3936943
6349,01/01/2008,Central Queensland,Queensland,Visiting,72.1562666
6350,01/04/2008,Central Queensland,Queensland,Visiting,77.8222804
6351,01/07/2008,Central Queensland,Queensland,Visiting,66.8890931
6352,01/10/2008,Central Queensland,Queensland,Visiting,77.2877166
6353,01/01/2009,Central Queensland,Queensland,Visiting,44.2926363
6354,01/04/2009,Central Queensland,Queensland,Visiting,77.1058491
6355,01/07/2009,Central Queensland,Queensland,Visiting,100.3328913
6356,01/10/2009,Central Queensland,Queensland,Visiting,120.5157502
6357,01/01/2010,Central Queensland,Queensland,Visiting,75.1750616
6358,01/04/2010,Central Queensland,Queensland,Visiting,69.1791593
6359,01/07/2010,Central Queensland,Queensland,Visiting,106.0862384
6360,01/10/2010,Central Queensland,Queensland,Visiting,83.0293867
6361,01/01/2011,Central Queensland,Queensland,Visiting,39.2220003
6362,01/04/2011,Central Queensland,Queensland,Visiting,116.7577079
6363,01/07/2011,Central Queensland,Queensland,Visiting,74.9647537
6364,01/10/2011,Central Queensland,Queensland,Visiting,92.7363722
6365,01/01/2012,Central Queensland,Queensland,Visiting,121.4936828
6366,01/04/2012,Central Queensland,Queensland,Visiting,156.710083
6367,01/07/2012,Central Queensland,Queensland,Visiting,114.3343457
6368,01/10/2012,Central Queensland,Queensland,Visiting,125.3560206
6369,01/01/2013,Central Queensland,Queensland,Visiting,93.3858032
6370,01/04/2013,Central Queensland,Queensland,Visiting,108.7517291
6371,01/07/2013,Central Queensland,Queensland,Visiting,75.3146596
6372,01/10/2013,Central Queensland,Queensland,Visiting,109.0947098
6373,01/01/2014,Central Queensland,Queensland,Visiting,65.145219
6374,01/04/2014,Central Queensland,Queensland,Visiting,95.5812948
6375,01/07/2014,Central Queensland,Queensland,Visiting,102.3443601
6376,01/10/2014,Central Queensland,Queensland,Visiting,110.2554958
6377,01/01/2015,Central Queensland,Queensland,Visiting,68.7559945
6378,01/04/2015,Central Queensland,Queensland,Visiting,130.3665318
6379,01/07/2015,Central Queensland,Queensland,Visiting,101.440978
6380,01/10/2015,Central Queensland,Queensland,Visiting,81.8394833
6381,01/01/2016,Central Queensland,Queensland,Visiting,104.7497887
6382,01/04/2016,Central Queensland,Queensland,Visiting,98.3840452
6383,01/07/2016,Central Queensland,Queensland,Visiting,122.6367004
6384,01/10/2016,Central Queensland,Queensland,Visiting,151.8534538
6385,01/01/1998,Clare Valley,South Australia,Business,11.3964752
6386,01/04/1998,Clare Valley,South Australia,Business,1.3485114
6387,01/07/1998,Clare Valley,South Australia,Business,2.9723974
6388,01/10/1998,Clare Valley,South Australia,Business,3.2891452
6389,01/01/1999,Clare Valley,South Australia,Business,0.9158016
6390,01/04/1999,Clare Valley,South Australia,Business,4.8579748
6391,01/07/1999,Clare Valley,South Australia,Business,5.6683583
6392,01/10/1999,Clare Valley,South Australia,Business,3.9659442
6393,01/01/2000,Clare Valley,South Australia,Business,0
6394,01/04/2000,Clare Valley,South Australia,Business,4.1238925
6395,01/07/2000,Clare Valley,South Australia,Business,26.0764834
6396,01/10/2000,Clare Valley,South Australia,Business,3.3293137
6397,01/01/2001,Clare Valley,South Australia,Business,9.089378
6398,01/04/2001,Clare Valley,South Australia,Business,1.8387689
6399,01/07/2001,Clare Valley,South Australia,Business,1.414728
